,Name,Name_tag,ID,Position
197,Ismaël Bennacer,ismael-bennacer,351816,Defensive Midfield
198,Diadie Samassékou,diadie-samassekou,315604,Defensive Midfield
199,Brahim Díaz,brahim-diaz,314678,Attacking Midfield
200,Ondrej Duda,ondrej-duda,232418,Attacking Midfield
201,Otávio,otavio,231289,Attacking Midfield
202,Konrad Laimer,konrad-laimer,223967,Central Midfield
203,Óliver Torres,oliver-torres,214775,Central Midfield
204,Alfred Duncan,alfred-duncan,184894,Central Midfield
205,Diego Demme,diego-demme,82070,Defensive Midfield
206,Davy Pröpper,davy-propper,79027,Central Midfield
207,Alex Teixeira,alex-teixeira,66515,Attacking Midfield
208,Yari Verschaeren,yari-verschaeren,502302,Attacking Midfield
209,Yusuf Yazici,yusuf-yazici,386726,Attacking Midfield
210,Amine Harit,amine-harit,372711,Attacking Midfield
211,Anton Miranchuk,anton-miranchuk,255451,Attacking Midfield
212,Aleksey Miranchuk,aleksey-miranchuk,255450,Attacking Midfield
213,Wahbi Khazri,wahbi-khazri,103565,Attacking Midfield
214,Mohamed Ihattaren,mohamed-ihattaren,503638,Attacking Midfield
215,Nicolás De La Cruz,nicolas-de-la-cruz,397458,Attacking Midfield
216,Hamed Junior Traorè,hamed-junior-traore,391065,Attacking Midfield
217,Ibrahim Sangaré,ibrahim-sangare,375885,Defensive Midfield
218,Florentino,florentino,357162,Defensive Midfield
219,Christopher Nkunku,christopher-nkunku,344381,Central Midfield
220,Mikel Merino,mikel-merino,338424,Central Midfield
221,Valentin Rongier,valentin-rongier,332889,Central Midfield
222,Todd Cantwell,todd-cantwell,332341,Left Midfield
223,Marko Rog,marko-rog,317482,Central Midfield
224,Rolando Mandragora,rolando-mandragora,308279,Defensive Midfield
225,Maxime López,maxime-lopez,290862,Central Midfield
226,Mauro Arambarri,mauro-arambarri,290249,Central Midfield
227,Nemanja Maksimovic,nemanja-maksimovic,273152,Central Midfield
228,Abdülkadir Ömür,abdulkadir-omur,271495,Right Midfield
229,Benjamin Bourigeaud,benjamin-bourigeaud,266359,Central Midfield
230,Enis Bardhi,enis-bardhi,245014,Central Midfield
231,Nadiem Amiri,nadiem-amiri,232454,Attacking Midfield
232,Xaver Schlager,xaver-schlager,223979,Central Midfield
233,Erick Pulgar,erick-pulgar,215616,Defensive Midfield
234,Roberto Gagliardini,roberto-gagliardini,197471,Central Midfield
235,Manu Trigueros,manu-trigueros,188854,Central Midfield
236,Mario Lemina,mario-lemina,170934,Defensive Midfield
237,Pierre-Emile Höjbjerg,pierre-emile-hojbjerg,167799,Central Midfield
238,Hans Vanaken,hans-vanaken,137576,Attacking Midfield
239,Rafinha,rafinha,129473,Attacking Midfield
240,Tom Cairney,tom-cairney,123275,Attacking Midfield
241,José Campaña,jose-campana,120095,Central Midfield
242,Dudu,dudu,114937,Right Midfield
243,Charles Aránguiz,charles-aranguiz,89701,Central Midfield
244,Franco Vázquez,franco-vazquez,76163,Attacking Midfield
245,Javier Pastore,javier-pastore,55215,Attacking Midfield
246,Fabian Delph,fabian-delph,50362,Central Midfield
247,Juan Mata,juan-mata,44068,Attacking Midfield
248,Jack Cork,jack-cork,40613,Defensive Midfield
249,Arturo Vidal,arturo-vidal,37666,Central Midfield
250,David Silva,david-silva,35518,Attacking Midfield
251,Éver Banega,ever-banega,12249,Central Midfield
252,Gerson,gerson,341705,Central Midfield
253,Joan Jordán,joan-jordan,263727,Central Midfield
254,Karol Linetty,karol-linetty,225873,Central Midfield
255,Ruslan Malinovskyi,ruslan-malinovskyi,207877,Central Midfield
256,Mario Pasalic,mario-pasalic,205938,Central Midfield
257,Marco Benassi,marco-benassi,201040,Central Midfield
258,Tonny Vilhena,tonny-vilhena,182581,Central Midfield
259,Roman Zobnin,roman-zobnin,166277,Central Midfield
260,Sergi Darder,sergi-darder,142021,Central Midfield
261,Rémy Cabella,remy-cabella,113707,Attacking Midfield
262,Giuliano,giuliano,54375,Attacking Midfield
263,Razvan Marin,razvan-marin,295183,Central Midfield
264,Pablo Rosario,pablo-rosario,370791,Defensive Midfield
265,Tyler Adams,tyler-adams,332705,Defensive Midfield
266,Manuel Locatelli,manuel-locatelli,265088,Central Midfield
267,Suat Serdar,suat-serdar,261905,Central Midfield
268,Gabriel,gabriel,167291,Central Midfield
269,Adrien Silva,adrien-silva,56810,Central Midfield
270,Alexis Mac Allister,alexis-mac-allister,534033,Attacking Midfield
271,Agustín Almendra,agustin-almendra,491698,Central Midfield
