,Name,Name_tag,ID,Position
484,Moussa Wagué,moussa-wague,364240,Right-Back
485,Diogo Leite,diogo-leite,357156,Centre-Back
486,Mert Müldür,mert-muldur,353922,Right-Back
487,Robert Gumny,robert-gumny,353826,Right-Back
488,Ayrton Lucas,ayrton-lucas,349585,Left-Back
489,Jesús Gallardo,jesus-gallardo,344854,Left-Back
490,Juan Miranda,juan-miranda,341227,Left-Back
491,Fabio Depaoli,fabio-depaoli,324282,Right-Back
492,Toni Lato,toni-lato,320271,Left-Back
493,Giangiacomo Magnani,giangiacomo-magnani,310458,Centre-Back
494,Félix Eboa Eboa,felix-eboa-eboa,296359,Centre-Back
495,Sebastiano Luperto,sebastiano-luperto,278531,Centre-Back
496,Renzo Saravia,renzo-saravia,268642,Right-Back
497,Samir,samir,255744,Centre-Back
498,Kevin Bonifazi,kevin-bonifazi,247377,Centre-Back
499,Francesco Vicari,francesco-vicari,240158,Centre-Back
