,Name,Name_tag,ID,Position
458,Benjamin van Leer,benjamin-van-leer,123520,Goalkeeper
459,Aleksandr Gutor,aleksandr-gutor,86269,Goalkeeper
460,Christian Vargas,christian-vargas,83015,Goalkeeper
461,Martín Silva,martin-silva,76398,Goalkeeper
462,José Cuadrado,jose-cuadrado,74057,Goalkeeper
463,Raffaele Di Gennaro,raffaele-di-gennaro,70580,Goalkeeper
464,Heinz Lindner,heinz-lindner,59082,Goalkeeper
465,Ibrahim Sehic,ibrahim-sehic,46252,Goalkeeper
466,Muhammed Sengezer,muhammed-sengezer,330871,Goalkeeper
467,Mickey van der Hart,mickey-van-der-hart,207048,Goalkeeper
468,Joel Pereira,joel-pereira,192611,Goalkeeper
469,Marko Malenica,marko-malenica,179894,Goalkeeper
470,Moez Ben Cherifia,moez-ben-cherifia,143581,Goalkeeper
471,Kristijan Kahlina,kristijan-kahlina,133831,Goalkeeper
472,Bill Hamid,bill-hamid,77714,Goalkeeper
473,Ales Hruska,ales-hruska,63897,Goalkeeper
474,Aymen Dahmen,aymen-dahmen,569433,Goalkeeper
475,Cleiton,cleiton,468247,Goalkeeper
476,Álvaro Fernández,alvaro-fernandez,453704,Goalkeeper
477,Pedro Ortíz,pedro-ortiz,430042,Goalkeeper
478,Josep Martinez,josep-martinez,388516,Goalkeeper
479,Felipe López,felipe-lopez,386546,Goalkeeper
480,Caíque,caique,384159,Goalkeeper
481,Gaëtan Poussin,gaetan-poussin,344591,Goalkeeper
482,Marko Ilic,marko-ilic,343953,Goalkeeper
483,Miguel Silva,miguel-silva,336756,Goalkeeper
484,André Moreira,andre-moreira,326363,Goalkeeper
485,Dominik Greif,dominik-greif,316884,Goalkeeper
486,Catalin Cabuz,catalin-cabuz,315442,Goalkeeper
487,Bobby Allain,bobby-allain,314862,Goalkeeper
488,Koke Vegas,koke-vegas,299715,Goalkeeper
489,Xavier Mous,xavier-mous,288426,Goalkeeper
490,Guglielmo Vicario,guglielmo-vicario,286047,Goalkeeper
491,Rémy Descamps,remy-descamps,282028,Goalkeeper
492,Saturnin Allagbé,saturnin-allagbe,274958,Goalkeeper
493,Emil Balayev,emil-balayev,236366,Goalkeeper
494,Vaná Alves,vana-alves,212198,Goalkeeper
495,Vitali Gudiev,vitali-gudiev,190188,Goalkeeper
496,Zauri Makharadze,zauri-makharadze,166575,Goalkeeper
497,Alberto Paleari,alberto-paleari,163048,Goalkeeper
498,William Dutoit,william-dutoit,156384,Goalkeeper
499,Colin Coosemans,colin-coosemans,154351,Goalkeeper
