,Name,Name_tag,ID,Position
200,Leandro Trossard,leandro-trossard,144028,Left Winger
201,Artem Dzyuba,artem-dzyuba,48067,Centre-Forward
202,Papu Gómez,papu-gomez,20005,Second Striker
203,Carlos Vinícius,carlos-vinicius,525287,Centre-Forward
204,Matheus Cunha,matheus-cunha,517894,Centre-Forward
205,Pedrinho,pedrinho,515208,Right Winger
206,Martin Terrier,martin-terrier,442891,Left Winger
207,Pedro,pedro,432895,Centre-Forward
208,Paulinho,paulinho,428791,Left Winger
209,Alphonso Davies,alphonso-davies,424204,Left Winger
210,Moussa Diaby,moussa-diaby,395516,Left Winger
211,Tetê,tete,371256,Right Winger
212,François Kamano,francois-kamano,333802,Left Winger
213,Andrea Pinamonti,andrea-pinamonti,315865,Centre-Forward
214,Jacob Bruun Larsen,jacob-bruun-larsen,293281,Left Winger
215,Josip Brekalo,josip-brekalo,293169,Left Winger
216,Gonzalo Martínez,gonzalo-martinez,281405,Left Winger
217,Dominic Solanke,dominic-solanke,258889,Centre-Forward
218,Patrik Schick,patrik-schick,242086,Centre-Forward
219,Maxwel Cornet,maxwel-cornet,234781,Right Winger
220,Lucas Ocampos,lucas-ocampos,189441,Left Winger
221,Mohamed Elyounoussi,mohamed-elyounoussi,186644,Left Winger
222,Davie Selke,davie-selke,178459,Centre-Forward
223,Adnan Januzaj,adnan-januzaj,177847,Right Winger
224,Roberto Inglese,roberto-inglese,159337,Centre-Forward
225,Munas Dabbur,munas-dabbur,145866,Centre-Forward
226,Maximilian Philipp,maximilian-philipp,143891,Second Striker
227,Bertrand Traoré,bertrand-traore,131996,Right Winger
228,João Pedro,joao-pedro,129129,Second Striker
229,Cédric Bakambu,cedric-bakambu,127048,Centre-Forward
230,Ishak Belfodil,ishak-belfodil,111039,Centre-Forward
231,Darío Benedetto,dario-benedetto,92693,Centre-Forward
232,Alfred Finnbogason,alfred-finnbogason,90024,Centre-Forward
233,Josip Ilicic,josip-ilicic,80351,Second Striker
234,Salomón Rondón,salomon-rondon,80197,Centre-Forward
235,Andrii Yarmolenko,andrii-yarmolenko,69015,Right Winger
236,Andros Townsend,andros-townsend,61842,Right Winger
237,Karim Bellarabi,karim-bellarabi,61087,Right Winger
238,Iker Muniain,iker-muniain,54235,Left Winger
239,Cenk Tosun,cenk-tosun,45671,Centre-Forward
240,Carlos Vela,carlos-vela,35773,Right Winger
241,Theo Walcott,theo-walcott,33713,Right Winger
242,Raphinha,raphinha,411295,Right Winger
243,Diego Lainez,diego-lainez,371174,Left Winger
244,Reiss Nelson,reiss-nelson,340325,Right Winger
245,Breel Embolo,breel-embolo,237662,Centre-Forward
246,Samu Castillejo,samu-castillejo,195171,Right Winger
247,Hulk,hulk,80562,Right Winger
248,Edin Dzeko,edin-dzeko,28396,Centre-Forward
249,Bukayo Saka,bukayo-saka,433177,Left Winger
250,Victor Osimhen,victor-osimhen,401923,Centre-Forward
251,Henry Onyekuru,henry-onyekuru,380415,Left Winger
252,Robert Skov,robert-skov,270393,Right Winger
